-1715.4901,240.29356,176.78052,72.77627,0.21869826,15.399965,-58.820477,42.169632,36.55468,-12.553869,27.351171,-8.936914,-19.077614
-1465.1218,282.53766,156.88707,72.0923,-0.36333776,-19.545784,-76.01726,75.8736,50.442528,-27.359459,15.307109,-20.771393,-26.24011
-1379.1833,299.96588,160.62634,66.21214,-20.263618,-36.163773,-82.74833,67.02172,65.756355,-25.502092,11.977228,-20.734976,-25.223402
-1308.3229,290.78986,154.44449,96.98601,-20.245306,-41.724133,-124.301575,78.7834,64.39108,-29.376545,17.49793,-30.280613,-41.648457
-1250.9943,306.7045,145.9882,94.95845,-22.170757,-44.51741,-116.468414,68.62576,46.173534,-39.137684,16.387547,-23.516247,-37.090504
-1248.131,305.11734,164.81654,110.206184,-28.423107,-44.914845,-143.96803,63.226284,45.924126,-46.44074,22.866152,-21.844051,-41.66575
-1232.903,300.31512,175.73737,113.758575,-32.507736,-44.66822,-147.16061,51.122467,26.337585,-28.482172,19.668663,-12.685732,-37.039413
-1223.467,308.81763,186.98773,107.99086,-35.96746,-50.765247,-146.11444,38.754982,32.59648,-18.644331,9.176754,-11.6069355,-42.040237
-1151.5752,337.07187,162.81049,90.62628,-46.526844,-60.064026,-143.2491,64.05931,38.567883,-37.404667,20.85918,-21.047722,-49.093494
-1044.9921,347.5651,136.39795,70.28013,-41.56965,-78.88976,-158.0362,98.7207,28.850163,-39.658062,20.75746,-31.370258,-54.778805
-941.79895,354.97235,100.63397,81.05131,-44.385902,-88.447716,-161.5167,96.06096,27.470938,-44.87493,22.00866,-33.56334,-51.956696
-802.41034,343.70428,45.175003,58.640137,-17.980076,-62.807205,-130.53795,75.57138,-39.426727,-52.858124,21.047134,5.292322,-19.38889
-619.8756,327.00293,-16.953648,46.89,-31.82074,-91.70761,-87.41366,44.630478,-35.273666,-47.539894,14.037546,9.900511,-19.584644
-542.9309,306.83636,-34.256638,45.950703,-58.78393,-104.9909,-77.58818,23.718378,-18.01831,-20.733559,9.695413,5.050921,-27.47435
-480.51965,282.5333,-29.322357,10.476872,-69.53071,-113.62837,-72.89853,20.998482,-10.964484,-11.185321,4.0394044,4.4732037,-22.181908
-441.996,280.20703,-49.724274,-11.188655,-86.55861,-103.709496,-69.566345,10.022617,-8.022957,3.8715677,5.505259,-2.1886983,-23.311731
-468.96216,264.26532,-37.477448,-6.490614,-78.80809,-116.87007,-82.323944,10.973725,3.4210806,-0.6606253,2.8571563,-0.24657243,-25.483147
-519.04126,264.69617,-39.933735,19.536163,-94.2158,-131.37589,-94.16818,34.44318,30.855082,11.55792,-23.680044,-1.9818978,-7.1279545
-482.1916,250.92264,-43.453747,-0.2787032,-103.16534,-133.9686,-81.45208,20.613523,18.054695,34.202496,-22.093418,-3.6173792,-9.66122
-499.04202,264.06982,-41.38803,-8.206224,-114.45369,-126.713905,-72.85106,16.38285,8.814878,29.975372,-14.133973,-5.837327,-1.5323234
-523.9388,262.96912,-39.198746,-7.233698,-115.603355,-135.59387,-70.73631,17.92412,12.612202,27.019442,-30.550014,-2.680172,5.3317456
-547.8279,266.3897,-32.14716,7.8051715,-123.18797,-138.27094,-77.81565,26.918207,33.45863,3.5355504,-38.891132,6.050742,-0.3840828
-567.7277,264.77402,-31.048002,12.751522,-129.4489,-148.50537,-71.773865,31.470768,31.334227,-4.9755106,-33.96825,7.110094,-7.2046757
-612.3141,279.5744,-25.219679,17.344254,-127.36776,-152.83446,-81.15762,26.243843,34.754913,-12.620741,-32.083393,3.8200188,-8.595819
-656.3428,278.0783,0.44729424,10.582085,-108.515045,-157.22379,-107.853905,46.818764,28.65564,-20.31772,-43.54374,6.445023,-7.6144714
-692.06714,287.27444,2.8037186,26.001747,-117.37529,-148.53119,-114.19416,49.50219,27.7802,-14.941271,-38.639675,-1.4539909,-9.401327
-696.0337,293.90833,-9.301188,44.199707,-113.756744,-152.91934,-114.178375,42.526222,42.626045,-28.712772,-36.78813,-3.9504623,3.4162712
-748.76794,316.1693,-4.167138,20.116512,-86.24159,-151.32239,-142.13692,81.39078,15.844826,-21.37458,-36.89248,1.0205545,-7.4152107
-733.6556,306.2016,-7.5786,38.640022,-96.36598,-160.97115,-136.15134,103.683975,22.939352,-21.99741,-46.939613,4.533395,-14.048586
-819.2255,357.3469,-19.743803,11.367876,-53.555527,-181.63213,-134.44873,120.808,5.9989557,-26.258179,-36.4324,-1.9350462,-15.009324
-883.3722,388.52872,-33.73975,15.888136,-35.92935,-188.28166,-144.38162,132.6409,4.7561502,-27.66648,-29.71165,-16.468332,-6.46875
-865.4382,376.1681,-22.432598,10.821854,-36.192192,-190.17288,-150.49944,143.63458,4.1190605,-22.392069,-33.377354,-3.965004,-24.424255
-885.8197,395.1786,-25.511936,5.356353,-43.829037,-186.4288,-150.62999,137.72809,12.156415,-20.20029,-27.193256,-16.758427,-17.360748
-889.91455,405.5522,-31.613815,0.7980527,-29.947607,-205.01974,-147.18718,143.90508,9.443008,-20.069147,-24.239403,-22.33328,-16.071854
-861.86975,394.1524,-26.379742,6.930084,-29.330929,-200.11646,-154.14201,145.08177,4.619623,-20.993105,-35.44402,-8.126562,-15.071968
-816.44946,371.74203,-15.812157,5.3142405,-36.19282,-195.5032,-157.94781,138.31802,3.6070871,-19.486336,-39.268898,-8.996528,-7.710641
-808.80884,379.1413,-26.614124,17.87708,-37.083595,-201.03644,-150.19638,116.78771,25.093906,-28.579338,-36.457115,-16.42804,-1.8127308
-776.6025,367.71747,-33.83839,20.520988,-31.529392,-199.69235,-147.34467,113.9653,20.894567,-29.921589,-37.36069,-7.946637,4.3040066
-671.2379,306.73053,-29.03461,43.290726,-68.375854,-168.26924,-131.72784,67.78871,40.834,-29.475267,-32.64796,-1.3775978,0.0015869141
-585.7661,267.62842,-34.321426,51.17649,-94.23182,-159.34529,-94.6297,19.173756,34.575844,-7.4741116,-33.20671,3.2254333,-12.108999
